Stage,Strain no,Genotype,Treatment,Slide no,Name,Nucleus number,DAPIpeakA,DAPIvalleyB,DAPIoutC,FITCpeakA,FITCvalleyB,FITCoutC,DAPI_A-B,DAPI_A-C,DAPI_B-C,FITC_A-B,FITC_A-C,FITC_B-C
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,26,1614,796,145,422.5,248.3,194,818,1469,651,174.2,228.5,54.3
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,27,2491,592,281,353.2,181.3,145.3,1899,2210,311,171.9,207.9,36
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,28,2015,568,114,422,176.1,107,1447,1901,454,245.9,315,69.1
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,29,2166,456,235,392.3,245.7,235.1,1710,1931,221,146.6,157.2,10.6
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,30,1963,1141,233,424.4,216.9,208.6,822,1730,908,207.5,215.8,8.3
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,31,1849,537,107,291.4,150.7,123,1312,1742,430,140.7,168.4,27.7
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,32,1950,900,141,409,213,191,1050,1809,759,196,218,22
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,33,1700,904,64,493.3,195.6,91.2,796,1636,840,297.7,402.1,104.4
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,34,2120,799,113,423.6,249.6,223.1,1321,2007,686,174,200.5,26.5
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,35,2059,739,188,463,251,180,1320,1871,551,212,283,71
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,36,2228,169,157,440,246.4,224.9,2059,2071,12,193.6,215.1,21.5
Premeiotic Zone,TY5120,coh-4(tm1857) coh-3(gk112) V,None,SJ331,SJ1909092702,37,1956,854,124,432.2,239.4,220.8,1102,1832,730,192.8,211.4,18.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,1,1967,678,147,482.9,270,254.1,1289,1820,531,212.9,228.8,15.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,2,1898,485,126,416.2,221,105.6,1413,1772,359,195.2,310.6,115.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,3,2015,738,193,465,297,208.4,1277,1822,545,168,256.6,88.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,4,1899,832,140,419.5,255.9,192.1,1067,1759,692,163.6,227.4,63.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,5,1783,663,191,362.5,272.2,222,1120,1592,472,90.3,140.5,50.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,6,1815,458,201,409.8,241,190.8,1357,1614,257,168.8,219,50.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,7,1671,844,141,413.5,225.1,186.1,827,1530,703,188.4,227.4,39
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,8,1889,363,165,425.5,233.6,190,1526,1724,198,191.9,235.5,43.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,9,2042,682,116,505.3,235.7,184.4,1360,1926,566,269.6,320.9,51.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,10,1916,514,128,465.1,205.3,142.6,1402,1788,386,259.8,322.5,62.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,11,2097,655,114,378.8,245.2,136,1442,1983,541,133.6,242.8,109.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,12,2093,867,210,452.4,256.6,165.5,1226,1883,657,195.8,286.9,91.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,13,1866,789,188,462.8,240.7,157,1077,1678,601,222.1,305.8,83.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,14,2140,594,153,2140,601,141,1546,1987,441,1539,1999,460
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,15,2263,635,96,518.4,218.5,131,1628,2167,539,299.9,387.4,87.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,16,2097,810,138,477,265.6,212.6,1287,1959,672,211.4,264.4,53
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,17,2072,422,112,403.2,254.8,223.1,1650,1960,310,148.4,180.1,31.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,18,2129,1018,162,486,287.7,208.1,1111,1967,856,198.3,277.9,79.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,19,2065,692,162,438.1,264.2,213.4,1373,1903,530,173.9,224.7,50.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,20,1901,807,188,426.6,243.6,224.3,1094,1713,619,183,202.3,19.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,21,1921,401,142,387,241.8,180.6,1520,1779,259,145.2,206.4,61.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,22,1981,641,163,527,298.7,230.3,1340,1818,478,228.3,296.7,68.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,23,2092,597,223,544.8,277.9,200.5,1495,1869,374,266.9,344.3,77.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110401,24,1572,580,143,440,271,209.9,992,1429,437,169,230.1,61.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,25,2003,644,130,471.6,272.7,252.9,1359,1873,514,198.9,218.7,19.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,26,1949,914,91,570,218,139,1035,1858,823,352,431,79
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,27,2284,332,112,468.6,266.3,106,1952,2172,220,202.3,362.6,160.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,28,2259,908,159,532.3,282.9,234,1351,2100,749,249.4,298.3,48.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,29,2402,1049,148,534.6,292.4,263.4,1353,2254,901,242.2,271.2,29
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,30,2002,1058,139,481.8,263.3,231.7,944,1863,919,218.5,250.1,31.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,31,1823,612,136,502.8,222.9,123.2,1211,1687,476,279.9,379.6,99.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,32,1931,269,66,383.1,160.2,102,1662,1865,203,222.9,281.1,58.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,33,2503,661,87,577.7,247.8,166.1,1842,2416,574,329.9,411.6,81.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,34,2609,1429,230,621.7,332,245.9,1180,2379,1199,289.7,375.8,86.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,35,2263,1148,142,574.4,302.6,235,1115,2121,1006,271.8,339.4,67.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,36,2588,325,124,547.8,276,301.6,2263,2464,201,271.8,246.2,-25.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,37,2119,1098,126,494.1,270.7,196.4,1021,1993,972,223.4,297.7,74.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,38,2763,1190,76,522.2,254.2,186,1573,2687,1114,268,336.2,68.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,39,2375,1268,75,666.9,239.3,122,1107,2300,1193,427.6,544.9,117.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110402,40,2330,1233,154,745.6,350.9,224.4,1097,2176,1079,394.7,521.2,126.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,1,1610,596,127,510.1,217.7,98.4,1014,1483,469,292.4,411.7,119.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,2,1513,763,115,558.8,314.3,141.9,750,1398,648,244.5,416.9,172.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,3,1509,730,121,759.9,318.3,191.1,779,1388,609,441.6,568.8,127.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,4,2080,733,154,614.8,382.6,256.3,1347,1926,579,232.2,358.5,126.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,5,1599,546,113,676.6,283.6,161.3,1053,1486,433,393,515.3,122.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,6,1687,423,177,535.7,275.4,211.8,1264,1510,246,260.3,323.9,63.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,7,1759,763,102,565.7,301.7,219.8,996,1657,661,264,345.9,81.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,8,1803,626,136,892.5,373.6,247.9,1177,1667,490,518.9,644.6,125.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,9,1883,864,234,607.9,328.2,267,1019,1649,630,279.7,340.9,61.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,10,1538,598,99,757.2,249.8,149.7,940,1439,499,507.4,607.5,100.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,11,1490,827,140,640.4,327.5,241.3,663,1350,687,312.9,399.1,86.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,12,2152,738,93,593.5,254.7,131,1414,2059,645,338.8,462.5,123.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,13,2111,455,110,644.7,347.7,222.8,1656,2001,345,297,421.9,124.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,14,1962,543,140,652,332.5,248.2,1419,1822,403,319.5,403.8,84.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,15,2253,773,158,756,321.1,239,1480,2095,615,434.9,517,82.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,16,1936,975,156,795.6,353.2,271.2,961,1780,819,442.4,524.4,82
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,17,2188,702,157,742,298,225,1486,2031,545,444,517,73
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,18,2010,1079,175,612,334.5,250.2,931,1835,904,277.5,361.8,84.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,19,1808,526,128,798.8,333.7,225.9,1282,1680,398,465.1,572.9,107.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,20,2300,798,155,561.6,302.4,230,1502,2145,643,259.2,331.6,72.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,21,1978,722,84,734.4,274.3,133.6,1256,1894,638,460.1,600.8,140.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,22,2229,607,195,495,308.5,201,1622,2034,412,186.5,294,107.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,23,1981,965,186,844.9,322,233.1,1016,1795,779,522.9,611.8,88.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,24,2215,596,164,669.8,302.9,207,1619,2051,432,366.9,462.8,95.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,25,2004,928,162,885.7,389.8,238.3,1076,1842,766,495.9,647.4,151.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,26,1883,760,140,550.3,249.9,172,1123,1743,620,300.4,378.3,77.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,27,2414,905,172,600.7,283.6,169.1,1509,2242,733,317.1,431.6,114.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,28,2096,864,178,561.6,332.6,210.7,1232,1918,686,229,350.9,121.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909110801,29,1834,507,0,662.2,314.6,238.3,1327,1834,507,347.6,423.9,76.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,1,1985,968,100,889.2,546.6,145,1017,1885,868,342.6,744.2,401.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,2,2125,607,153,789.8,479.1,135,1518,1972,454,310.7,654.8,344.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,3,2369,478,141,632.1,283.6,153.6,1891,2228,337,348.5,478.5,130
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,4,1984,823,147,643.2,394.4,128.6,1161,1837,676,248.8,514.6,265.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,5,2266,1138,177,734.3,334.8,141.3,1128,2089,961,399.5,593,193.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,6,2126,886,132,680.7,431.2,156.9,1240,1994,754,249.5,523.8,274.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,7,2179,792,142,669.9,369,177.5,1387,2037,650,300.9,492.4,191.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,8,2250,1206,129,957,346.6,124.9,1044,2121,1077,610.4,832.1,221.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,9,2325,421,102,811,306.6,95,1904,2223,319,504.4,716,211.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,10,1891,221,124,996.9,403.9,178.2,1670,1767,97,593,818.7,225.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,11,2117,608,148,621.5,285.2,139.7,1509,1969,460,336.3,481.8,145.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,12,2260,568,123,766.6,406.7,214,1692,2137,445,359.9,552.6,192.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,13,2155,624,122,780.1,298.2,163,1531,2033,502,481.9,617.1,135.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,14,2262,926,162,719.8,437,192.8,1336,2100,764,282.8,527,244.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,15,2167,1005,192,618.3,339,197,1162,1975,813,279.3,421.3,142
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,16,2305,987,157,802.8,371.4,199.9,1318,2148,830,431.4,602.9,171.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,17,2107,636,321,629.9,316,239.4,1471,1786,315,313.9,390.5,76.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,18,2216,942,298,659,262,176,1274,1918,644,397,483,86
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,19,2412,1261,795,667.1,325,268,1151,1617,466,342.1,399.1,57
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111201,20,2069,549,124,661.6,244.5,170.5,1520,1945,425,417.1,491.1,74
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,21,2060,336,183,639.9,287,127.2,1724,1877,153,352.9,512.7,159.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,22,2429,479,445,786,497,168.8,1950,1984,34,289,617.2,328.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,23,2182,479,118,871.3,476.6,191.7,1703,2064,361,394.7,679.6,284.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,24,2152,900,132,643.3,254.4,158.4,1252,2020,768,388.9,484.9,96
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,25,2246,851,494,871.3,360.5,167.9,1395,1752,357,510.8,703.4,192.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,26,2330,519,138,823.3,355.7,151,1811,2192,381,467.6,672.3,204.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909111202,27,2360,1322,124,811.3,359.4,180,1038,2236,1198,451.9,631.3,179.4
